entry_id,name,score,entry_hash,last_updated,speed,stamina,power,guts,wit,rank_turf,rank_dirt,rank_sprint,rank_mile,rank_medium,rank_long,rank_front,rank_pace,rank_late,rank_end,skills,sparks
96,Nice Nature,10295,6214f69e6019fa96a9a4bcafb4b09e8c,2025-10-20 22:50:23,577,77,522,434,867,A,G,G,S,A,A,F,A,A,D,Just a Little Farther!|Maverick ◎|Frenzied End Closers|Subdued Pace Chasers|Hesitant Pace Chasers|Hesitant End Closers|Disorient|Tokyo Racecourse ◎|Trick (Rear)|Subdued Front Runners|Flustered Pace Chasers|Hesitant Late Surgers|Mystifying Murmur|All-Seeing Eyes,"[{""type"": ""representative"", ""color"": ""blue"", ""spark_name"": ""Speed"", ""count"": 1}, {""type"": ""representative"", ""color"": ""pink"", ""spark_name"": ""Medium"", ""count"": 2}, {""type"": ""representative"", ""color"": ""green"", ""spark_name"": ""Just a Little Farther!"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Trick (Rear)"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Takarazuka Kinen"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Frenzied End Closers"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Speed"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Stamina"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Medium"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Mile"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Shooting Star"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Subdued Pace Chasers"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Murmur"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Wet Conditions \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Hesitant Pace Chasers"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Tokyo Racecourse \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Flustered Pace Chasers"", ""count"": 3}]"
97,Nice Nature,10749,78f081d930c559f318984501b168b699,2025-10-20 22:50:23,666,598,503,387,1187,A,G,E,C,A,A,F,B,A,D,"I Can Win Sometimes, Right?|Standard Distance ◎|Subdued Pace Chasers|Hesitant Late Surgers|All-Seeing Eyes|Triumphant Pulse|Breath of Fresh Air|Hesitant Pace Chasers|Flustered End Closers|Triple 7s","[{""type"": ""representative"", ""color"": ""blue"", ""spark_name"": ""Power"", ""count"": 1}, {""type"": ""representative"", ""color"": ""pink"", ""spark_name"": ""Late Surger"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Stamina"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Wit"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Medium"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Turf"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Triumphant Pulse"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Arima Kinen"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Stamina Eater"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Corner Adept \u25cb"", ""count"": 4}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""February S."", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Hydrate"", ""count"": 1}]"
98,Nice Nature,2476,b84619caef3a597d68e88b6da4f2ca18,2025-10-20 22:50:23,270,265,299,226,215,A,G,F,B,A,A,F,A,A,D,"I Can Win Sometimes, Right?|Killer Tunes|Calm in a Crowd|Flustered End Closers","[{""type"": ""representative"", ""color"": ""blue"", ""spark_name"": ""Wit"", ""count"": 1}, {""type"": ""representative"", ""color"": ""pink"", ""spark_name"": ""Long"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Calm in a Crowd"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Speed"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Power"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Medium"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Mile"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Preferred Position"", ""count"": 1}]"
99,Nice Nature,5567,4186a0f8ab38ac8d60fd9cab98264b01,2025-10-20 22:50:23,629,621,395,341,361,S,G,G,A,A,A,E,B,A,D,"I Can Win Sometimes, Right?|Mystifying Murmur|Studious|Adrenaline Rush|A Small Breather","[{""type"": ""representative"", ""color"": ""blue"", ""spark_name"": ""Speed"", ""count"": 3}, {""type"": ""representative"", ""color"": ""pink"", ""spark_name"": ""Mile"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Kikuka Sho"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Murmur"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Extra Tank"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""A Small Breather"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Wit"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Speed"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Mile"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Medium"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Victoria Mile"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Tenno Sho (Autumn)"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Shuka Sho"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Lucky Seven"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Kikuka Sho"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Arima Kinen"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Straightaway Acceleration"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Wet Conditions \u25cb"", ""count"": 1}]"
100,Nice Nature,7330,0aaf9a979d8b968be043fc07be59d8a4,2025-10-20 22:50:23,592,416,469,268,815,A,G,G,C,S,A,F,B,A,C,Just a Little Farther!|Subdued Front Runners|Hesitant Front Runners|Opening Gambit|All-Seeing Eyes|Maverick ◎|Flustered Front Runners|Hesitant Pace Chasers|A Small Breather,"[{""type"": ""representative"", ""color"": ""blue"", ""spark_name"": ""Guts"", ""count"": 1}, {""type"": ""representative"", ""color"": ""pink"", ""spark_name"": ""Turf"", ""count"": 3}, {""type"": ""representative"", ""color"": ""green"", ""spark_name"": ""Just a Little Farther!"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Hesitant Pace Chasers"", ""count"": 3}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Maverick \u25cb"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Wit"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""End Closer"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Turf"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Where There's a Will, There's a Way"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Tenno Sho (Spring)"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""After-School Stroll"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""URA Finale"", ""count"": 4}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Flustered Front Runners"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Lucky Seven"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Trick (Rear)"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Late Surger Corners \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Corner Recovery \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Flustered Pace Chasers"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Fighter"", ""count"": 2}]"
101,Nice Nature,7590,0b77acc869629427d519427914986991,2025-10-20 22:50:23,457,576,457,317,828,A,G,G,S,A,A,F,A,A,D,Just a Little Farther!|Standard Distance ◎|Frenzied End Closers|Hesitant Front Runners|Flustered Pace Chasers|All-Seeing Eyes|Left-Handed ◎|Maverick ◎|Subdued Front Runners|Subdued Pace Chasers|Hesitant Late Surgers,"[{""type"": ""representative"", ""color"": ""blue"", ""spark_name"": ""Guts"", ""count"": 2}, {""type"": ""representative"", ""color"": ""pink"", ""spark_name"": ""Long"", ""count"": 2}, {""type"": ""representative"", ""color"": ""green"", ""spark_name"": ""Just a Little Farther!"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Standard Distance \u25cb"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Flustered Pace Chasers"", ""count"": 3}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Takarazuka Kinen"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Maverick \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Speed"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Stamina"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Medium"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Mile"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Shooting Star"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Subdued Pace Chasers"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Murmur"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Wet Conditions \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Hesitant Pace Chasers"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Tokyo Racecourse \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Flustered Pace Chasers"", ""count"": 3}]"
102,Nice Nature,7601,4f405408cb2af94f5db70bf72142cbce,2025-10-20 22:50:23,444,551,378,326,994,A,G,E,C,S,A,F,B,A,D,"I Can Win Sometimes, Right?|Triumphant Pulse|Maverick ◎|Hesitant Late Surgers|All-Seeing Eyes|Red Shift/LP1211-M|Standard Distance ◎|Hesitant Front Runners|A Small Breather","[{""type"": ""representative"", ""color"": ""blue"", ""spark_name"": ""Power"", ""count"": 2}, {""type"": ""representative"", ""color"": ""pink"", ""spark_name"": ""Long"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Stamina"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Wit"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Medium"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Turf"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Triumphant Pulse"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Arima Kinen"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Stamina Eater"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Corner Adept \u25cb"", ""count"": 4}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""February S."", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Hydrate"", ""count"": 1}]"
103,Nice Nature,7604,27b6e0f544a9397a408e53c1497feb5d,2025-10-20 22:50:23,451,480,454,302,904,A,G,G,A,A,A,F,B,A,D,Just a Little Farther!|Subdued Front Runners|Hesitant Pace Chasers|Mile Straightaways ◎|All-Seeing Eyes|Trick (Rear)|Hesitant Front Runners|Hesitant Late Surgers|Opening Gambit,"[{""type"": ""representative"", ""color"": ""blue"", ""spark_name"": ""Stamina"", ""count"": 1}, {""type"": ""representative"", ""color"": ""pink"", ""spark_name"": ""Long"", ""count"": 2}, {""type"": ""representative"", ""color"": ""green"", ""spark_name"": ""Just a Little Farther!"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Arima Kinen"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Wit"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Power"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Turf"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Mile"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""U=ma2"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Red Shift/LP1211-M"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Kikuka Sho"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Hesitant Front Runners"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""URA Finale"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Satsuki Sho"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Flustered Front Runners"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Murmur"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Mile Ch."", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Yasuda Kinen"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Wet Conditions \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Shifting Gears"", ""count"": 3}]"
104,Nice Nature,8155,ec1034f411b118a5637e5fcad336072a,2025-10-20 22:50:23,562,595,554,308,879,A,G,G,S,A,A,F,A,A,D,Just a Little Farther!|Wet Conditions ◎|Subdued Front Runners|Hesitant Pace Chasers|All-Seeing Eyes|Tokyo Racecourse ◎|Trick (Rear)|Hesitant Front Runners|Hesitant Late Surgers,"[{""type"": ""representative"", ""color"": ""blue"", ""spark_name"": ""Guts"", ""count"": 1}, {""type"": ""representative"", ""color"": ""pink"", ""spark_name"": ""Long"", ""count"": 2}, {""type"": ""representative"", ""color"": ""green"", ""spark_name"": ""Just a Little Farther!"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Takarazuka Kinen"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Wit"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Stamina"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Turf"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Mile"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""U=ma2"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Kikuka Sho"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Hesitant Front Runners"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""URA Finale"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Satsuki Sho"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Flustered Front Runners"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Murmur"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Tokyo Racecourse \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Flustered Pace Chasers"", ""count"": 3}]"
105,Nice Nature,8185,80d680075c30b4f4364882dc9fd84a98,2025-10-20 22:50:23,504,500,497,329,960,A,G,G,C,A,A,F,S,A,B,"I Can Win Sometimes, Right?|Frenzied Pace Chasers|Subdued Front Runners|Hesitant Pace Chasers|Tether|Lucky Seven|Trick (Rear)|Frenzied End Closers|Flustered Pace Chasers|Hesitant Late Surgers|All-Seeing Eyes","[{""type"": ""representative"", ""color"": ""blue"", ""spark_name"": ""Stamina"", ""count"": 2}, {""type"": ""representative"", ""color"": ""pink"", ""spark_name"": ""Long"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Takarazuka Kinen"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Trick (Rear)"", ""count"": 3}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Hopeful S."", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Tether"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Wit"", ""count"": 4}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""End Closer"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Late Surger"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Triumphant Pulse"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Tenno Sho (Spring)"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""After-School Stroll"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""URA Finale"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Flustered Front Runners"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Lucky Seven"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Arima Kinen"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Prepared to Pass"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Japan Cup"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Corner Recovery \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Subdued Front Runners"", ""count"": 1}]"
106,Nice Nature,8268,4712ff5a41bcb31481e27ff94c76b133,2025-10-20 22:50:23,596,849,410,417,943,A,G,G,C,A,A,F,B,A,D,"I Can Win Sometimes, Right?|Hesitant Pace Chasers|Adrenaline Rush|All-Seeing Eyes","[{""type"": ""representative"", ""color"": ""blue"", ""spark_name"": ""Guts"", ""count"": 1}, {""type"": ""representative"", ""color"": ""pink"", ""spark_name"": ""Long"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Arima Kinen"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Stamina"", ""count"": 5}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Medium"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Late Surger"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Shooting Star"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Arima Kinen"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Stamina Eater"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Corner Adept \u25cb"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Firm Conditions \u25cb"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Corner Recovery \u25cb"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""URA Finale"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Standard Distance \u25cb"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Steadfast"", ""count"": 2}]"
107,Nice Nature,8581,1c8649bbaad9c579425d7d3db12336ed,2025-10-20 22:50:23,468,819,360,371,1023,A,G,G,B,S,A,F,B,A,D,"I Can Win Sometimes, Right?|Trick (Rear)|Hesitant End Closers|Adrenaline Rush|Hesitant Pace Chasers|All-Seeing Eyes","[{""type"": ""representative"", ""color"": ""blue"", ""spark_name"": ""Speed"", ""count"": 1}, {""type"": ""representative"", ""color"": ""pink"", ""spark_name"": ""Long"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Tenno Sho (Autumn)"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Stamina"", ""count"": 5}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Medium"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Late Surger"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Anchors Aweigh!"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Arima Kinen"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Stamina Eater"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Corner Adept \u25cb"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Tenno Sho (Spring)"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Tenno Sho (Autumn)"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Homestretch Haste"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Osaka Hai"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Takarazuka Kinen"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""I Can See Right Through You"", ""count"": 1}]"
108,Nice Nature,8697,9a7311feb0943dad163eec3d05c0b4aa,2025-10-20 22:50:23,637,476,543,374,984,A,G,G,B,A,A,F,B,A,D,"I Can Win Sometimes, Right?|Hesitant Front Runners|Hesitant Pace Chasers|Hesitant End Closers|Studious|Lucky Seven|Trick (Front)|Subdued Pace Chasers|Hesitant Late Surgers|A Small Breather|All-Seeing Eyes","[{""type"": ""representative"", ""color"": ""blue"", ""spark_name"": ""Stamina"", ""count"": 1}, {""type"": ""representative"", ""color"": ""pink"", ""spark_name"": ""Late Surger"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Arima Kinen"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""A Small Breather"", ""count"": 1}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Hopeful S."", ""count"": 3}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Studious"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Stamina"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Power"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Medium"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Mile"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Cut and Drive!"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Arima Kinen"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Stamina Eater"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Corner Adept \u25cb"", ""count"": 4}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Straightaway Recovery"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Slick Surge"", ""count"": 1}]"
109,Nice Nature,8711,aa8df33d2ed1aa6d434a274659499325,2025-10-20 22:50:23,491,480,414,309,1200,A,G,E,C,A,A,F,B,A,D,"I Can Win Sometimes, Right?|Standard Distance ◎|Competitive Spirit ◎|A Small Breather|Triumphant Pulse|Firm Conditions ◎|Trick (Rear)|All-Seeing Eyes","[{""type"": ""representative"", ""color"": ""blue"", ""spark_name"": ""Stamina"", ""count"": 1}, {""type"": ""representative"", ""color"": ""pink"", ""spark_name"": ""Turf"", ""count"": 2}, {""type"": ""representative"", ""color"": ""white"", ""spark_name"": ""Tenno Sho (Autumn)"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Stamina"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""blue"", ""spark_name"": ""Wit"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Medium"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""pink"", ""spark_name"": ""Turf"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""green"", ""spark_name"": ""Triumphant Pulse"", ""count"": 2}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Arima Kinen"", ""count"": 3}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Stamina Eater"", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Corner Adept \u25cb"", ""count"": 4}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""February S."", ""count"": 1}, {""type"": ""legacy"", ""color"": ""white"", ""spark_name"": ""Hydrate"", ""count"": 1}]"
